ts_ns,gbps
1783088476581161653,7.755
1783088476586162577,7.756
1783088476591162956,7.757
1783088476596161373,7.760
1783088476601164842,7.752
1783088476606164672,7.758
1783088476611163799,7.754
1783088476616162356,7.758
1783088476621163016,7.757
1783088476626163416,7.757
1783088476631162379,7.752
1783088476636166228,7.759
1783088476641164226,7.754
1783088476646169123,7.757
1783088476651165863,7.756
1783088476656170655,7.754
1783088476661171457,7.760
1783088476666165539,7.753
1783088476671163233,7.761
1783088476676163307,7.751
1783088476681163845,7.757
1783088476686168329,7.758
1783088476691164160,7.757
1783088476696165754,7.755
1783088476701165032,7.759
1783088476706170018,7.750
1783088476711169778,7.758
1783088476716165525,7.757
1783088476721167132,7.755
1783088476726169972,7.753
1783088476731165668,7.757
1783088476736166881,7.756
1783088476741166764,7.758
1783088476746167045,7.757
1783088476751165769,7.760
1783088476756169317,7.752
1783088476761169303,7.758
1783088476766167069,7.754
1783088476771166773,7.758
1783088476776170180,7.752
1783088476781165543,7.758
1783088476786168752,7.758
1783088476791166472,7.756
1783088476796166082,7.758
1783088476801166293,7.752
1783088476806169000,7.759
1783088476811168186,7.752
1783088476816167674,7.758
1783088476821166230,7.760
1783088476826167203,7.756
1783088476831167642,7.750
1783088476836170659,7.760
1783088476841166485,7.757
1783088476846169175,7.753
1783088476851168493,7.759
1783088476856175175,7.754
1783088476861170324,7.758
1783088476866168982,7.753
1783088476871168800,7.758
1783088476876168647,7.758
1783088476881168016,7.752
1783088476886175942,7.759
1783088476891170322,7.752
1783088476896169290,7.759
1783088476901168912,7.758
1783088476906176650,7.752
1783088476911169919,7.761
1783088476916170993,7.749
1783088476921169648,7.760
1783088476926170117,7.757
1783088476931170835,7.756
1783088476936171491,7.757
1783088476941170495,7.752
1783088476946169113,7.760
1783088476951169357,7.757
1783088476956174280,7.750
1783088476961172000,7.761
1783088476966172384,7.757
1783088476971171030,7.753
1783088476976170428,7.759
1783088476981172144,7.755
1783088476986173420,7.756
1783088476991173749,7.757
1783088476996171040,7.755
1783088477001171869,7.756
1783088477006173421,7.755
1783088477011175987,7.754
1783088477016172719,7.763
1783088477021172669,7.751
1783088477026171638,7.759
1783088477031172929,7.756
1783088477036174191,7.756
1783088477041172257,7.754
1783088477046177546,7.756
1783088477051173388,7.757
1783088477056176730,7.752
1783088477061175384,7.760
1783088477066176934,7.755
1783088477071174612,7.754
1783088477076173386,7.759
1783088477081173268,7.758
1783088477086176113,7.753
1783088477091173667,7.761
1783088477096173509,7.751
1783088477101171971,7.760
1783088477106180870,7.751
1783088477111176407,7.758
1783088477116175300,7.759
1783088477121174715,7.753
1783088477126178101,7.758
1783088477131174921,7.756
1783088477136178553,7.759
1783088477141175006,7.756
1783088477146178812,7.752
1783088477151174958,7.757
1783088477156178876,7.758
1783088477161177586,7.753
1783088477166178948,7.755
1783088477171175253,7.756
1783088477176175055,7.758
1783088477181175482,7.757
1783088477186175897,7.757
1783088477191176570,7.757
1783088477196178213,7.755
1783088477201176505,7.753
1783088477206182879,7.755
1783088477211175597,7.762
1783088477216176250,7.757
1783088477221176209,7.752
1783088477226179350,7.758
1783088477231176548,7.755
1783088477236178978,7.761
1783088477241180264,7.756
1783088477246180446,7.750
1783088477251175932,7.758
1783088477256180946,7.757
1783088477261181895,7.756
1783088477266182086,7.757
1783088477271179820,7.754
1783088477276177778,7.754
1783088477281176465,7.760
1783088477286180663,7.758
1783088477291177511,7.756
1783088477296178984,7.755
1783088477301182798,7.752
1783088477306180965,7.760
1783088477311178754,7.754
1783088477316181076,7.754
1783088477321177928,7.761
1783088477326180646,7.755
1783088477331180646,7.751
1783088477336180908,7.757
1783088477341182098,7.763
1783088477346184599,7.747
1783088477351180330,7.764
1783088477356192485,7.753
1783088477361184533,7.756
1783088477366186260,7.755
1783088477371185613,7.759
1783088477376244504,7.756
1783088477381181925,7.751
1783088477386189431,7.760
1783088477391182193,7.755
1783088477396182491,7.757
1783088477401180587,7.761
1783088477406187899,7.753
1783088477411182116,7.753
1783088477416180858,7.760
1783088477421181737,7.756
1783088477426181934,7.757
1783088477431183463,7.755
1783088477436181790,7.753
1783088477441184835,7.753
1783088477446185393,7.764
1783088477451181159,7.750
1783088477456185743,7.757
1783088477461182869,7.755
1783088477466185569,7.760
1783088477471182865,7.755
1783088477476182817,7.758
1783088477481182133,7.752
1783088477486185611,7.759
1783088477491183454,7.754
1783088477496182227,7.759
1783088477501181634,7.752
1783088477506190768,7.757
1783088477511187368,7.756
1783088477516183568,7.757
1783088477521186706,7.760
1783088477526183543,7.756
1783088477531186577,7.753
1783088477536182403,7.757
1783088477541183577,7.756
1783088477546184843,7.756
1783088477551183605,7.759
1783088477556189811,7.748
1783088477561187325,7.761
1783088477566187183,7.751
1783088477571184928,7.761
1783088477576184019,7.759
1783088477581184520,7.757
1783088477586184748,7.750
1783088477591184328,7.758
1783088477596186230,7.755
1783088477601188436,7.761
1783088477606187782,7.752
1783088477611186256,7.756
1783088477616185990,7.755
1783088477621188232,7.761
1783088477626185034,7.756
1783088477631185308,7.757
1783088477636189857,7.751
1783088477641191463,7.755
1783088477646193301,7.755
1783088477651189631,7.756
1783088477656193002,7.759
1783088477661192271,7.759
1783088477666188144,7.757
1783088477671188053,7.751
1783088477676187272,7.759
1783088477681191558,7.758
1783088477686187054,7.751
1783088477691186918,7.758
1783088477696187822,7.756
1783088477701187033,7.759
1783088477706191852,7.750
1783088477711192894,7.756
1783088477716190533,7.761
1783088477721189232,7.753
1783088477726189408,7.757
1783088477731188093,7.760
1783088477736189607,7.755
1783088477741187325,7.754
1783088477746190395,7.760
1783088477751187789,7.755
1783088477756192726,7.750
1783088477761192394,7.758
1783088477766189679,7.760
1783088477771189138,7.753
1783088477776188546,7.758
1783088477781191466,7.753
1783088477786193503,7.761
1783088477791190136,7.756
1783088477796188549,7.753
1783088477801189718,7.756
1783088477806193875,7.758
1783088477811190632,7.756
1783088477816190145,7.751
1783088477821190161,7.758
1783088477826192081,7.760
1783088477831189619,7.756
1783088477836197932,7.752
1783088477841190341,7.755
1783088477846193768,7.759
1783088477851190326,7.756
1783088477856260108,7.699
1783088477861192445,7.815
1783088477866204160,7.746
1783088477871191122,7.764
1783088477876190495,7.759
1783088477881191386,7.756
1783088477886214359,7.757
1783088477891193153,7.756
1783088477896191080,7.754
1783088477901190455,7.759
1783088477906198783,7.752
1783088477911193399,7.759
1783088477916194509,7.756
1783088477921193697,7.759
1783088477926195831,7.754
1783088477931192608,7.756
1783088477936192534,7.758
1783088477941192037,7.751
1783088477946194506,7.754
1783088477951194532,7.758
1783088477956198062,7.759
1783088477961195956,7.754
1783088477966196928,7.756
1783088477971193888,7.759
1783088477976193677,7.754
1783088477981193187,7.758
1783088477986197433,7.758
1783088477991193232,7.750
1783088477996194589,7.755
1783088478001193807,7.759
1783088478006198237,7.758
1783088478011204023,7.742
1783088478016195906,7.770
1783088478021195384,7.758
1783088478026197603,7.754
1783088478031194639,7.755
1783088478036196393,7.755
1783088478041195371,7.759
1783088478046195347,7.758
1783088478051194292,7.752
1783088478056198564,7.758
1783088478061198486,7.751
1783088478066195835,7.762
1783088478071195226,7.752
1783088478076195311,7.757
1783088478081195954,7.757
1783088478086195719,7.758
1783088478091198048,7.754
1783088478096196471,7.753
1783088478101196629,7.757
1783088478106201478,7.757
1783088478111197554,7.757
1783088478116196339,7.759
1783088478121197372,7.756
1783088478126198775,7.748
1783088478131198252,7.758
1783088478136200502,7.754
1783088478141198332,7.761
1783088478146200906,7.754
1783088478151197832,7.755
1783088478156202842,7.757
1783088478161200613,7.754
1783088478166204189,7.759
1783088478171199271,7.758
1783088478176198129,7.752
1783088478181197774,7.758
1783088478186200365,7.755
1783088478191199473,7.757
1783088478196198091,7.760
1783088478201197911,7.751
1783088478206205816,7.752
1783088478211200130,7.759
1783088478216199642,7.758
1783088478221199610,7.758
1783088478226200392,7.756
1783088478231204010,7.752
1783088478236202428,7.760
1783088478241203077,7.750
1783088478246204355,7.756
1783088478251204521,7.757
1783088478256202820,7.760
1783088478261206988,7.751
1783088478266201847,7.759
1783088478271203853,7.756
1783088478276204924,7.754
1783088478281201160,7.756
1783088478286201593,7.757
1783088478291201049,7.758
1783088478296200947,7.758
1783088478301200512,7.751
1783088478306204182,7.759
1783088478311202282,7.754
1783088478316204420,7.754
1783088478321202980,7.760
1783088478326203256,7.757
1783088478331202696,7.752
1783088478336202050,7.759
1783088478341206199,7.758
1783088478346403394,7.756
1783088478351203167,7.757
1783088478356207477,7.751
1783088478361205554,7.761
1783088478366204484,7.752
1783088478371204124,7.758
1783088478376202962,7.759
1783088478381202906,7.751
1783088478386206340,7.759
1783088478391206098,7.758
1783088478396203500,7.755
1783088478401203494,7.752
1783088478406212269,7.756
1783088478411204169,7.756
1783088478416203436,7.759
1783088478421203357,7.758
1783088478426206499,7.753
1783088478431206537,7.758
1783088478436204482,7.754
1783088478441205374,7.756
1783088478446207931,7.759
1783088478451204332,7.758
1783088478456208710,7.751
1783088478461205853,7.760
1783088478466208644,7.755
1783088478471204884,7.756
1783088478476205167,7.757
1783088478481205050,7.751
1783088478486209818,7.757
1783088478491206554,7.756
1783088478496205377,7.759
1783088478501205270,7.758
1783088478506213998,7.751
1783088478511209855,7.757
1783088478516207981,7.754
1783088478521206603,7.760
1783088478526210179,7.752
1783088478531205929,7.757
1783088478536208485,7.754
1783088478541207052,7.760
1783088478546209277,7.761
1783088478551207062,7.752
1783088478556210516,7.754
1783088478561209390,7.759
1783088478566210456,7.756
1783088478571207232,7.756
1783088478576208636,7.755
1783088478581212002,7.752
1783088478586210060,7.754
1783088478591209229,7.759
1783088478596208447,7.759
1783088478601208833,7.757
1783088478606211611,7.753
1783088478611209213,7.754
1783088478616209219,7.758
1783088478621209797,7.757
1783088478626209442,7.758
1783088478631209512,7.752
1783088478636211187,7.760
1783088478641211108,7.758
1783088478646215139,7.751
1783088478651215204,7.757
1783088478656215216,7.754
1783088478661211928,7.759
1783088478666212525,7.757
1783088478671213183,7.757
1783088478676209168,7.757
1783088478681209191,7.758
1783088478686209638,7.750
1783088478691210591,7.756
1783088478696211509,7.756
1783088478701211666,7.757
1783088478706216325,7.757
1783088478711211740,7.758
1783088478716212117,7.750
1783088478721210655,7.760
1783088478726210827,7.757
1783088478731215864,7.750
1783088478736211448,7.757
1783088478741212114,7.763
1783088478746211512,7.752
1783088478751213710,7.754
1783088478756215139,7.755
1783088478761215670,7.757
1783088478766214475,7.759
1783088478771214382,7.758
1783088478776211875,7.755
1783088478781212405,7.757
1783088478786212475,7.757
1783088478791215739,7.753
1783088478796212690,7.755
1783088478801212637,7.758
1783088478806216091,7.752
1783088478811217564,7.762
1783088478816212448,7.752
1783088478821211716,7.759
1783088478826212146,7.757
1783088478831211488,7.757
1783088478836212590,7.751
1783088478841212552,7.758
1783088478846215410,7.753
1783088478851216779,7.762
1783088478856217991,7.749
1783088478861218435,7.757
1783088478866216469,7.761
1783088478871218739,7.754
1783088478876214621,7.757
1783088478881214451,7.758
1783088478886217979,7.752
1783088478891216366,7.760
1783088478896214249,7.754
1783088478901215402,7.756
1783088478906220370,7.757
1783088478911216786,7.756
1783088478916217092,7.757
1783088478921215394,7.753
1783088478926215508,7.757
1783088478931216449,7.756
1783088478936219387,7.760
1783088478941215821,7.754
1783088478946217361,7.750
1783088478951215541,7.760
1783088478956219491,7.751
1783088478961218127,7.760
1783088478966218543,7.757
1783088478971219545,7.756
1783088478976217661,7.754
1783088478981217128,7.758
1783088478986218526,7.755
1783088478991221694,7.760
1783088478996216711,7.751
1783088479001217792,7.756
1783088479006219348,7.755
1783088479011225246,7.755
1783088479016218611,7.761
1783088479021218671,7.757
1783088479026218045,7.752
1783088479031219519,7.755
1783088479036218843,7.759
1783088479041217888,7.759
1783088479046218924,7.751
1783088479051223349,7.756
1783088479056223549,7.757
1783088479061220614,7.755
1783088479066220137,7.758
1783088479071219446,7.759
1783088479076219553,7.750
1783088479081218858,7.759
1783088479086220760,7.755
1783088479091223706,7.760
1783088479096217768,7.753
1783088479101219376,7.755
1783088479106224244,7.757
1783088479111223073,7.752
1783088479116219935,7.762
1783088479121220773,7.756
1783088479126222765,7.754
1783088479131219385,7.756
1783088479136223013,7.752
1783088479141222421,7.758
1783088479146224516,7.754
1783088479151233592,7.757
1783088479156228930,7.758
1783088479161225244,7.756
1783088479166224874,7.751
1783088479171224584,7.758
1783088479176225350,7.756
1783088479181224200,7.759
1783088479186223790,7.751
1783088479191223664,7.758
1783088479196224187,7.757
1783088479201223771,7.758
1783088479206230165,7.753
1783088479211228576,7.755
1783088479216226567,7.761
1783088479221226427,7.754
1783088479226225081,7.756
1783088479231223893,7.754
1783088479236225804,7.760
1783088479241228371,7.754
1783088479246225532,7.755
1783088479251225299,7.758
1783088479256229520,7.751
1783088479261230990,7.755
1783088479266228336,7.762
1783088479271227169,7.752
1783088479276227808,7.757
1783088479281227181,7.759
1783088479286227703,7.757
1783088479291225961,7.753
1783088479296228407,7.754
1783088479301226633,7.760
1783088479306230201,7.752
1783088479311224552,7.759
1783088479316226675,7.754
1783088479321224481,7.761
1783088479326225222,7.756
1783088479331224790,7.751
1783088479336226868,7.754
1783088479341228059,7.756
1783088479346327412,7.756
1783088479351250144,7.760
1783088479356231493,7.752
1783088479361225858,7.759
1783088479366225658,7.758
1783088479371227392,7.755
1783088479376226481,7.752
1783088479381227679,7.763
1783088479386229401,7.755
1783088479391227053,7.754
1783088479396226393,7.752
1783088479401227486,7.756
1783088479406231199,7.759
1783088479411229919,7.760
1783088479416230040,7.757
1783088479421230440,7.750
1783088479426229444,7.759
1783088479431229474,7.758
1783088479436229994,7.757
1783088479441229902,7.751
1783088479446227669,7.761
1783088479451227634,7.751
1783088479456230167,7.761
1783088479461228818,7.753
1783088479466230233,7.755
1783088479471229305,7.759
1783088479476227703,7.753
1783088479481226913,7.759
1783088479486227754,7.756
1783088479491228052,7.757
1783088479496228288,7.750
1783088479501228544,7.757
1783088479506234684,7.755
1783088479511233476,7.759
1783088479516231662,7.753
1783088479521229760,7.761
1783088479526229534,7.758
1783088479531229428,7.751
1783088479536230482,7.756
1783088479541229411,7.759
1783088479546229861,7.757
1783088479551229992,7.750
1783088479556234325,7.758
1783088479561232033,7.754
1783088479566234089,7.754
1783088479571231671,7.761
1783088479576230961,7.759
1783088479581229698,7.753
1783088479586234283,7.757
1783088479591230586,7.756
1783088479596230600,7.758
1783088479601231570,7.756
1783088479606236528,7.750
1783088479611232942,7.756
1783088479616233432,7.757
1783088479621234609,7.763
1783088479626231619,7.750
1783088479631232502,7.754
1783088479636238300,7.755
1783088479641237777,7.751
1783088479646238383,7.764
1783088479651234675,7.756
1783088479656242093,7.753
1783088479661233176,7.758
1783088479666234810,7.755
1783088479671234094,7.759
1783088479676234938,7.756
1783088479681236157,7.756
1783088479686233094,7.755
1783088479691232078,7.759
1783088479696239004,7.754
1783088479701235088,7.750
1783088479706238574,7.759
1783088479711235123,7.756
1783088479716237402,7.761
1783088479721234415,7.755
1783088479726232978,7.760
1783088479731233335,7.750
1783088479736237633,7.758
1783088479741233556,7.757
1783088479746234257,7.756
1783088479751233700,7.755
1783088479756240671,7.757
1783088479761237703,7.755
1783088479766236152,7.753
1783088479771234830,7.760
1783088479776238904,7.758
1783088479781234302,7.751
1783088479786238011,7.759
1783088479791234765,7.756
1783088479796237159,7.754
1783088479801235561,7.760
1783088479806237576,7.754
1783088479811236513,7.752
1783088479816239473,7.760
1783088479821234993,7.758
1783088479826235407,7.750
1783088479831235046,7.758
1783088479836238430,7.759
1783088479841235200,7.756
1783088479846235722,7.757
1783088479851234805,7.752
1783088479856239078,7.758
1783088479861239920,7.756
1783088479866241482,7.755
1783088479871237486,7.757
1783088479876237254,7.751
1783088479881236647,7.759
1783088479886241441,7.757
1783088479891238554,7.755
1783088479896237946,7.759
1783088479901238159,7.757
1783088479906246949,7.751
1783088479911240094,7.761
1783088479916241345,7.756
1783088479921237855,7.756
1783088479926238297,7.757
1783088479931237670,7.752
1783088479936237555,7.758
1783088479941238966,7.755
1783088479946239058,7.757
1783088479951238474,7.758
1783088479956246480,7.752
1783088479961240506,7.760
1783088479966239827,7.752
1783088479971238589,7.759
1783088479976238791,7.757
1783088479981238929,7.756
1783088479986242772,7.753
1783088479991240357,7.754
1783088479996238875,7.760
1783088480001239261,7.757
1783088480006243114,7.752
1783088480011243252,7.757
1783088480016240234,7.755
1783088480021241500,7.756
1783088480026240878,7.759
1783088480031239668,7.753
1783088480036240022,7.757
1783088480041240216,7.757
1783088480046240806,7.757
1783088480051241346,7.757
1783088480056244064,7.753
1783088480061242816,7.760
1783088480066242125,7.752
1783088480071240891,7.759
1783088480076245255,7.758
1783088480081241453,7.757
1783088480086242118,7.753
1783088480091242118,7.754
1783088480096243985,7.762
1783088480101241483,7.755
1783088480106247132,7.756
1783088480111242290,7.751
1783088480116243920,7.762
1783088480121242269,7.753
1783088480126242604,7.757
1783088480131242638,7.758
1783088480136247288,7.750
1783088480141243607,7.756
1783088480146243727,7.757
1783088480151242993,7.759
1783088480156251081,7.752
1783088480161248821,7.761
1783088480166244350,7.751
1783088480171246669,7.761
1783088480176243038,7.756
1783088480181243664,7.757
1783088480186244378,7.756
1783088480191247936,7.752
1783088480196257242,7.757
1783088480201244752,7.756
1783088480206246738,7.754
1783088480211248047,7.756
1783088480216243954,7.757
1783088480221244992,7.756
1783088480226244365,7.759
1783088480231249937,7.756
1783088480236244573,7.752
1783088480241245184,7.757
1783088480246247077,7.758
1783088480251248763,7.758
1783088480256248252,7.751
1783088480261249556,7.756
1783088480266247229,7.761
1783088480271249062,7.755
1783088480276245518,7.756
1783088480281246298,7.756
1783088480286246228,7.752
1783088480291255118,7.756
1783088480296246295,7.757
1783088480301250942,7.750
1783088480306249476,7.760
1783088480311250050,7.757
1783088480316249533,7.758
1783088480321247561,7.754
1783088480326247751,7.757
1783088480331249375,7.755
1783088480336252791,7.759
1783088480341249081,7.756
1783088480346249583,7.757
1783088480351346177,7.651
1783088480356253178,7.862
1783088480361251020,7.754
1783088480366250480,7.758
1783088480371248743,7.753
1783088480376248842,7.757
1783088480381247886,7.759
1783088480386255238,7.753
1783088480391252615,7.755
1783088480396248907,7.756
1783088480401249275,7.757
1783088480406256245,7.754
1783088480411253226,7.761
1783088480416248685,7.752
1783088480421251283,7.760
1783088480426249327,7.754
1783088480431249186,7.758
1783088480436249217,7.758
1783088480441249782,7.752
1783088480446249398,7.756
1783088480451250415,7.756
1783088480456251376,7.756
1783088480461251232,7.758
1783088480466250744,7.758
1783088480471250237,7.751
1783088480476250439,7.757
1783088480481250524,7.757
1783088480486252343,7.755
1783088480491251301,7.759
1783088480496250275,7.752
1783088480501251125,7.756
1783088480506254706,7.759
1783088480511255019,7.750
1783088480516255183,7.757
1783088480521252076,7.755
1783088480526251559,7.758
1783088480531252412,7.756
1783088480536251802,7.759
1783088480541252772,7.756
1783088480546252754,7.751
1783088480551251807,7.759
1783088480556256378,7.757
1783088480561255470,7.752
1783088480566254042,7.760
1783088480571253433,7.752
1783088480576252769,7.759
1783088480581255763,7.760
1783088480586253109,7.755
1783088480591253091,7.758
1783088480596253424,7.750
1783088480601253233,7.758
1783088480606256792,7.759
1783088480611256683,7.751
1783088480616254040,7.762
1783088480621254497,7.757
1783088480626253736,7.752
1783088480631256870,7.753
1783088480636257587,7.763
1783088480641258722,7.749
1783088480646261674,7.760
1783088480651256681,7.758
1783088480656260569,7.752
1783088480661257461,7.755
1783088480666256687,7.759
1783088480671257646,7.756
1783088480676254761,7.755
1783088480681256081,7.756
1783088480686253991,7.761
1783088480691255800,7.755
1783088480696256658,7.756
1783088480701256325,7.751
1783088480706262098,7.756
1783088480711259166,7.755
1783088480716255482,7.763
1783088480721257780,7.754
1783088480726257589,7.751
1783088480731257763,7.762
1783088480736259493,7.757
1783088480741256211,7.756
1783088480746258153,7.755
1783088480751256951,7.753
1783088480756258487,7.762
1783088480761262153,7.752
1783088480766259161,7.755
1783088480771259522,7.757
1783088480776257037,7.754
1783088480781258462,7.762
1783088480786258534,7.751
1783088480791258274,7.758
1783088480796257830,7.758
1783088480801258866,7.756
1783088480806262988,7.751
1783088480811259422,7.756
1783088480816258115,7.760
1783088480821258465,7.757
1783088480826259237,7.749
1783088480831259989,7.760
1783088480836259313,7.755
1783088480841261720,7.761
1783088480846259403,7.754
1783088480851259155,7.751
1783088480856261254,7.761
1783088480861263388,7.754
1783088480866261641,7.753
1783088480871261104,7.758
1783088480876258942,7.754
1783088480881262336,7.759
1783088480886261372,7.752
1783088480891262224,7.756
1783088480896260948,7.760
1783088480901263004,7.754
1783088480906264401,7.755
1783088480911263255,7.759
1783088480916261847,7.753
1783088480921264191,7.754
1783088480926261577,7.762
1783088480931260200,7.753
1783088480936260885,7.757
1783088480941260402,7.758
1783088480946259912,7.758
1783088480951262454,7.754
1783088480956264372,7.755
1783088480961264306,7.758
1783088480966263280,7.752
1783088480971262370,7.759
1783088480976261592,7.752
1783088480981261405,7.758
1783088480986264950,7.759
1783088480991262233,7.755
1783088480996262207,7.758
1783088481001261937,7.753
1783088481006265741,7.757
1783088481011266668,7.756
1783088481016267306,7.750
1783088481021263824,7.763
1783088481026263206,7.752
1783088481031262100,7.759
1783088481036263018,7.756
1783088481041263674,7.757
1783088481046264539,7.756
1783088481051263248,7.753
1783088481056265980,7.760
1783088481061266580,7.751
1783088481066265225,7.758
1783088481071263303,7.761
1783088481076263453,7.750
1783088481081264571,7.758
1783088481086264765,7.756
1783088481091265173,7.757
1783088481096264452,7.759
1783088481101264610,7.750
1783088481106270157,7.756
1783088481111268426,7.760
1783088481116265836,7.755
1783088481121269114,7.759
1783088481126266288,7.755
1783088481131264928,7.753
1783088481136268508,7.752
1783088481141269231,7.763
1783088481146265755,7.756
1783088481151267913,7.754
1783088481156270297,7.754
1783088481161268073,7.754
1783088481166267901,7.758
1783088481171270301,7.754
1783088481176267635,7.762
1783088481181271767,7.758
1783088481186266098,7.753
1783088481191265923,7.758
1783088481196266110,7.754
1783088481201266692,7.753
1783088481206272850,7.755
1783088481211270029,7.755
1783088481216269992,7.758
1783088481221268439,7.760
1783088481226267414,7.752
1783088481231269153,7.755
1783088481236269724,7.757
1783088481241272985,7.759
1783088481246272533,7.758
1783088481251270091,7.754
1783088481256274608,7.758
1783088481261274151,7.751
1783088481266274269,7.757
1783088481271279989,7.749
1783088481276268408,7.769
1783088481281268902,7.750
1783088481286270222,7.756
1783088481291270420,7.757
1783088481296272036,7.755
1783088481301270858,7.759
1783088481306269972,7.759
1783088481311269639,7.751
1783088481316272037,7.754
1783088481321273481,7.762
1783088481326270735,7.755
1783088481331273933,7.753
1783088481336272561,7.760
1783088481341271272,7.753
1783088481346272479,7.756
1783088481351272444,7.758
1783088481356274833,7.757
1783088481361271016,7.760
1783088481366274038,7.753
1783088481371271356,7.755
1783088481376271978,7.757
1783088481381272604,7.757
1783088481386276802,7.751
1783088481391273380,7.763
1783088481396272643,7.752
1783088481401273035,7.757
1783088481406276137,7.753
1783088481411273624,7.761
1783088481416276267,7.753
1783088481421272579,7.756
1783088481426272987,7.757
1783088481431273721,7.756
1783088481436272108,7.750
1783088481441272628,7.760
1783088481446272612,7.758
1783088481451273402,7.756
1783088481456276763,7.752
1783088481461275901,7.759
1783088481466276079,7.757
1783088481471274722,7.753
1783088481476274195,7.758
1783088481481274229,7.758
1783088481486272807,7.753
1783088481491274657,7.755
1783088481496274561,7.758
1783088481501272309,7.761
1783088481506278591,7.748
1783088481511278725,7.757
1783088481516275343,7.763
1783088481521274372,7.752
1783088481526275530,7.756
1783088481531274066,7.760
1783088481536274390,7.752
1783088481541275633,7.754
1783088481546275677,7.757
1783088481551275084,7.758
1783088481556278541,7.752
1783088481561278035,7.758
1783088481566277463,7.758
1783088481571276007,7.753
1783088481576276541,7.757
1783088481581275850,7.759
1783088481586277605,7.755
1783088481591276822,7.759
1783088481596280851,7.751
1783088481601275618,7.759
1783088481606278568,7.753
1783088481611278584,7.758
1783088481616277710,7.759
1783088481621275506,7.754
1783088481626279680,7.758
1783088481631276696,7.755
1783088481636280014,7.752
1783088481641279712,7.758
1783088481646284664,7.757
1783088481651279033,7.754
1783088481656286004,7.752
1783088481661282373,7.763
1783088481666280178,7.754
1783088481671281741,7.755
1783088481676277111,7.758
1783088481681277504,7.757
1783088481686278426,7.756
1783088481691279200,7.756
1783088481696277682,7.753
1783088481701278468,7.756
1783088481706284664,7.755
1783088481711281355,7.756
1783088481716279990,7.760
1783088481721281007,7.756
1783088481726285574,7.756
1783088481731283723,7.748
1783088481736279366,7.764
1783088481741280369,7.756
1783088481746282117,7.755
1783088481751280123,7.754
1783088481756283369,7.759
1783088481761283543,7.757
1783088481766285337,7.755
1783088481771280918,7.757
1783088481776281993,7.756
1783088481781279751,7.754
1783088481786281010,7.756
1783088481791280858,7.758
1783088481796281920,7.756
1783088481801279766,7.754
1783088481806284422,7.757
1783088481811281267,7.756
1783088481816283947,7.753
1783088481821281303,7.762
1783088481826284399,7.753
1783088481831282524,7.754
1783088481836282215,7.758
1783088481841281727,7.758
1783088481846281474,7.758
1783088481851281577,7.750
1783088481856284688,7.760
1783088481861285324,7.757
1783088481866290896,7.756
1783088481871284784,7.753
1783088481876282332,7.760
1783088481881282399,7.749
1783088481886285108,7.764
1783088481891285584,7.757
1783088481896284073,7.753
1783088481901283002,7.759
1783088481906291747,7.751
1783088481911284619,7.758
1783088481916284277,7.755
1783088481921283319,7.759
1783088481926284136,7.756
1783088481931282858,7.753
1783088481936284260,7.755
1783088481941283486,7.759
1783088481946288357,7.757
1783088481951284660,7.756
1783088481956287232,7.754
1783088481961287276,7.757
1783088481966289881,7.754
1783088481971285718,7.757
1783088481976285659,7.758
1783088481981285468,7.754
1783088481986289007,7.756
1783088481991285805,7.756
1783088481996284727,7.759
1783088482001285265,7.757
1783088482006290470,7.750
1783088482011287953,7.761
1783088482016286519,7.753
1783088482021286924,7.757
1783088482026288603,7.755
1783088482031286996,7.760
1783088482036285814,7.752
1783088482041288764,7.760
1783088482046286074,7.755
1783088482051286732,7.757
1783088482056288161,7.755
1783088482061288907,7.756
1783088482066287557,7.753
1783088482071289284,7.755
1783088482076287497,7.760
1783088482081287735,7.750
1783088482086287573,7.758
1783088482091287607,7.758
1783088482096286132,7.758
1783088482101287686,7.750
1783088482106292796,7.757
1783088482111290187,7.762
1783088482116288280,7.754
1783088482121288050,7.758
1783088482126293374,7.756
1783088482131287642,7.753
1783088482136291689,7.758
1783088482141290167,7.753
1783088482146292767,7.760
1783088482151289210,7.756
1783088482156291787,7.754
1783088482161290845,7.759
1783088482166293883,7.753
1783088482171291053,7.755
1783088482176289174,7.760
1783088482181289428,7.750
1783088482186293146,7.759
1783088482191292137,7.752
1783088482196291282,7.759
1783088482201289164,7.754
1783088482206292434,7.759
1783088482211293204,7.749
1783088482216292428,7.759
1783088482221292955,7.762
1783088482226291633,7.754
1783088482231291415,7.751
1783088482236290453,7.759
1783088482241293470,7.760
1783088482246293181,7.758
1783088482251290895,7.754
1783088482256293260,7.754
1783088482261297331,7.758
1783088482266294689,7.755
1783088482271292666,7.754
1783088482276291622,7.759
1783088482281291770,7.757
1783088482286295064,7.752
1783088482291293156,7.761
1783088482296294268,7.749
1783088482301293221,7.759
1783088482306295199,7.755
1783088482311293095,7.761
1783088482316294295,7.749
1783088482321293062,7.759
1783088482326297591,7.757
1783088482331294225,7.756
1783088482336294503,7.757
1783088482341295082,7.757
1783088482346294526,7.752
1783088482351294370,7.758
1783088482356299335,7.750
1783088482361298376,7.759
1783088482366321798,7.751
1783088482371295900,7.765
1783088482376297622,7.751
1783088482381304156,7.761
1783088482386299261,7.751
1783088482391296968,7.761
1783088482396295286,7.753
1783088482401294203,7.759
